respondent_id,campus,studyfield,branch,role,edulevel,proglang,databases,platform,webframework,industry,allsearch,aitool,employment
18861,Durban,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Oracle,none,ASP.NET,"Information Services, IT, Software Development, or other Technology",none,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
18866,Durban,IT,"I used to be a developer by profession, but no longer am",DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C#;Elixir;Go;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,PostgreSQL;Redis;SQLite,OpenStack,ASP.NET CORE;Vue.js,Retail and Consumer Services,none,Mintlify;Synk Code,"Independent contractor, freelancer, or self-employed"
18866,Durban,IT,"I used to be a developer by profession, but no longer am",DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C#;Elixir;Go;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,PostgreSQL;Redis;SQLite,OpenStack,ASP.NET CORE;Vue.js,Retail and Consumer Services,none,Mintlify;Synk Code,"Employed, part-time"
18869,Nelson Mandela Bay Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;Go;Groovy;Java;JavaScript;Lisp;Lua;Python;Ruby;SQL,H2;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;VMware,none,Oil & Gas,none,GitHub Copilot;Synk Code;Whispr AI,"Employed, full-time"
18872,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL,PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;Blazor,Oil & Gas,none,AWS CodeWhisperer;GitHub Copilot;Whispr AI,"Employed, full-time"
18880,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PowerShell;Python;R;Rust;SQL,MariaDB;Microsoft SQL Server,Amazon Web Services (AWS);Cloudflare;Google Cloud;VMware,Angular;ASP.NET;ASP.NET CORE;Blazor;Express;Flask;jQuery;React;Vue.js,Other,none,GitHub Copilot;Synk Code,"Student, full-time"
18880,Durban,IT,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PowerShell;Python;R;Rust;SQL,MariaDB;Microsoft SQL Server,Amazon Web Services (AWS);Cloudflare;Google Cloud;VMware,Angular;ASP.NET;ASP.NET CORE;Blazor;Express;Flask;jQuery;React;Vue.js,Other,none,GitHub Copilot;Synk Code,"Employed, part-time"
18884,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,Cosmos DB,Google Cloud;Microsoft Azure,Angular;ASP.NET CORE;Express;NestJS;Node.js,Wholesale,Bing AI;ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
18884,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,Cosmos DB,Google Cloud;Microsoft Azure,Angular;ASP.NET CORE;Express;NestJS;Node.js,Wholesale,Bing AI;ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
18887,Midrand Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,MariaDB;MySQL,Netlify,Node.js,"Information Services, IT, Software Development, or other Technology",ChatGPT;You.com,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Independent contractor, freelancer, or self-employed"
18887,Midrand Campus,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,MariaDB;MySQL,Netlify,Node.js,"Information Services, IT, Software Development, or other Technology",ChatGPT;You.com,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Student, full-time"
18889,Durban,IT,I code primarily as a hobby,unknown,Primary/elementary school,C;C++;Dart;GDScript;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;SQLite,Digital Ocean;Vercel;Vultr,FastAPI;Flask;React;Svelte;WordPress,Wholesale,ChatGPT,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Student, full-time"
18891,Nelson Mandela Bay Campus,IT,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Dart;Java;JavaScript;Kotlin;PHP;SQL;Swift,MariaDB;MySQL;PostgreSQL;Redis;SQLite,"Amazon Web Services (AWS);Cloudflare;Firebase;Linode, now Akamai",Laravel;Spring Boot,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Mintlify,"Employed, full-time"
18892,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Elixir;Erlang;Ruby;Rust;Zig,DuckDB;InfluxDB;PostgreSQL;SQLite,Fly.io,Phoenix,Higher Education,none,GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
18900,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;React,Insurance,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time"
18900,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;React,Insurance,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Independent contractor, freelancer, or self-employed"
18900,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js;React,Insurance,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Student, part-time"
18916,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;Java;JavaScript;Rust;TypeScript,none,Google Cloud;Netlify,Express;Lit;Node.js,Oil & Gas,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Whispr AI,"Employed, full-time"
18921,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Netlify;VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;Nuxt.js;React;Spring Boot,Healthcare,none,Adrenaline;AWS CodeWhisperer,"Employed, full-time"
18925,Nelson Mandela Bay Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Educator,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Objective-C;PHP;Python;SQL;Swift,MariaDB;Microsoft SQL Server;MySQL;SQLite,none,none,Insurance,ChatGPT,Mintlify,"Employed, full-time"
18930,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);HTML/CSS;Python;R;SQL,MariaDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS),Drupal;WordPress,Legal Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
18933,Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,MariaDB;Microsoft SQL Server;Redis,Amazon Web Services (AWS);Cloudflare,ASP.NET CORE;Blazor;Express;jQuery;Node.js;Vue.js;WordPress,Legal Services,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
18936,Durban,IT,I am learning to code,"Developer, full-stack",Some college/university study without earning a degree,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Rust;TypeScript,MongoDB;PostgreSQL;Redis;Supabase,Cloudflare;Firebase;Google Cloud;Heroku;Netlify;Render;Vercel,Angular;ASP.NET CORE;Django;Express;jQuery;Laravel;Next.js;Node.js;React;Spring Boot;Vue.js,Legal Services,Bing AI,Mintlify;Tabnine,"Not employed, but looking for work"
18939,Durban,Data Science,I am a developer by profession,Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C#;Go;Groovy;Java;JavaScript;PowerShell;SQL;TypeScript,MongoDB;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS),jQuery;Next.js;Node.js;React,Wholesale,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
18949,Durban,IT,I am a developer by profession,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Swift,none,none,Angular,Financial Services,ChatGPT;WolframAlpha,Adrenaline;AWS CodeWhisperer,"Employed, full-time"
18953,Durban,IT,I am a developer by profession,"Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Solidity,BigQuery;PostgreSQL;Redis,Google Cloud;Vercel,Django;FastAPI;Next.js;React,Wholesale,ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time"
18954,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;C++;Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,Microsoft SQL Server;MySQL;Oracle,none,Node.js,"Manufacturing, Transportation, or Supply Chain",none,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
18955,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS),Angular;jQuery;Node.js;Spring Boot,Wholesale,ChatGPT;Perplexity AI,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time"
18958,Nelson Mandela Bay Campus,IT,None of these,unknown,NA,none,none,none,none,Retail and Consumer Services,none,Codeium;Synk Code;Whispr AI,unknown
18960,Durban,IT,I code primarily as a hobby,unknown,Primary/elementary school,C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;TypeScript,none,none,Deno;Node.js;Svelte;Vue.js,Advertising Services,Bing AI,Codeium,"Student, full-time"
18965,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack",Something else,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,Elasticsearch;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Heroku,Django;Flask;React;Ruby on Rails,Oil & Gas,ChatGPT,AWS CodeWhisperer;Tabnine,"Employed, part-time"
18967,Midrand Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineer, site reliability","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);Go;Perl;Raku,PostgreSQL,Cloudflare;Google Cloud,none,Financial Services,none,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time"
18970,Midrand Campus,Computer Science,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;SQLite,OpenShift,Angular;ASP.NET;ASP.NET CORE,Financial Services,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
18974,Durban,Data Science,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,C#;JavaScript;TypeScript,Microsoft SQL Server;PostgreSQL,none,ASP.NET CORE;Vue.js,Other,none,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
18976,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP;SQL,MySQL,none,jQuery;Node.js;React;WordPress,Healthcare,none,Replit Ghostwriter,"Employed, full-time"
18980,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;Rust,none,Amazon Web Services (AWS);Digital Ocean;Heroku,none,Wholesale,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
18980,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;Rust,none,Amazon Web Services (AWS);Digital Ocean;Heroku,none,Wholesale,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Student, full-time"
18982,Durban,Data Science,I am a developer by profession,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;Python,none,none,none,Healthcare,none,GitHub Copilot;Synk Code,"Employed, full-time"
18985,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,BigQuery;MongoDB;MySQL;PostgreSQL;Redis,Digital Ocean;Google Cloud,Angular;Django;Express;FastAPI;Node.js;React,Oil & Gas,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI,"Employed, full-time"
18988,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,MongoDB,Amazon Web Services (AWS),none,Oil & Gas,ChatGPT,Rubber Duck.AI;Synk Code,"Employed, full-time"
18992,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery,Advertising Services,Bing AI;ChatGPT;WolframAlpha,Codeium,"Employed, full-time"
18993,Durban,IT,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)",Some college/university study without earning a degree,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Fly.io,Phoenix;React;Ruby on Rails;Vue.js;WordPress,Healthcare,ChatGPT,AWS CodeWhisperer;Synk Code,"Employed, full-time"
18995,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Perl;PHP;SQL,MariaDB;MySQL,Cloudflare;Managed Hosting,none,Advertising Services,none,AWS CodeWhisperer;Tabnine,"Independent contractor, freelancer, or self-employed"
18996,Durban,Computer Science,I am a developer by profession,Developer Advocate,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ada;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;SQL;Swift;TypeScript;Visual Basic (.Net),Dynamodb;Firebird;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Vercel,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;Deno;Express;Node.js;Svelte,Insurance,Bing AI;ChatGPT,Codeium;Replit Ghostwriter,"Employed, full-time"
18996,Durban,Computer Science,I am a developer by profession,Developer Advocate,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ada;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;SQL;Swift;TypeScript;Visual Basic (.Net),Dynamodb;Firebird;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Vercel,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;Deno;Express;Node.js;Svelte,Insurance,Bing AI;ChatGPT,Codeium;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
19003,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP,MySQL,Vercel,Laravel;Vue.js,Financial Services,Bing AI,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Student, full-time"
19003,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;PHP,MySQL,Vercel,Laravel;Vue.js,Financial Services,Bing AI,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Employed, part-time"
19005,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Java;JavaScript;SQL,MySQL;PostgreSQL,none,Express;Node.js;React;Spring Boot,"Information Services, IT, Software Development, or other Technology",ChatGPT,Mintlify;Tabnine,"Employed, full-time"
19010,Durban,Data Science,I am a developer by profession,DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;Python;Visual Basic (.Net),Elasticsearch,Amazon Web Services (AWS);Google Cloud,Angular,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT;Google Bard AI;Phind,Adrenaline;Synk Code;Whispr AI,"Employed, full-time"
19012,Nelson Mandela Bay Campus,IT,"I used to be a developer by profession, but no longer am",unknown,Something else,Cobol,none,none,none,Higher Education,none,Synk Code;Tabnine,Retired
19017,Durban,Data Science,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;Ruby;SQL,PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Heroku;Netlify,Ruby on Rails;WordPress,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
19022,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++;Dart;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Lua;Objective-C;PHP;Python;Ruby;SQL;Swift,Cloud Firestore;Firebase Realtime Database;MariaDB;MongoDB;SQLite;Supabase,Firebase;Heroku;Netlify;Vercel;VMware,Node.js,Other,Bing AI;ChatGPT;Google Bard AI;You.com,AWS CodeWhisperer;Mintlify,"Employed, full-time"
19022,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++;Dart;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Lua;Objective-C;PHP;Python;Ruby;SQL;Swift,Cloud Firestore;Firebase Realtime Database;MariaDB;MongoDB;SQLite;Supabase,Firebase;Heroku;Netlify;Vercel;VMware,Node.js,Other,Bing AI;ChatGPT;Google Bard AI;You.com,AWS CodeWhisperer;Mintlify,"Independent contractor, freelancer, or self-employed"
19022,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++;Dart;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Lua;Objective-C;PHP;Python;Ruby;SQL;Swift,Cloud Firestore;Firebase Realtime Database;MariaDB;MongoDB;SQLite;Supabase,Firebase;Heroku;Netlify;Vercel;VMware,Node.js,Other,Bing AI;ChatGPT;Google Bard AI;You.com,AWS CodeWhisperer;Mintlify,"Employed, part-time"
19023,Nelson Mandela Bay Campus,IT,I am learning to code,unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C++;HTML/CSS;JavaScript;OCaml;PHP;Python;SQL;TypeScript,MariaDB;MySQL;SQLite,Cloudflare,Node.js,Retail and Consumer Services,ChatGPT;WolframAlpha,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Student, full-time"
19033,Durban,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#,Microsoft SQL Server,none,ASP.NET;ASP.NET CORE;jQuery,Higher Education,ChatGPT,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time"
19036,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, QA or test",Some college/university study without earning a degree,Bash/Shell (all shells);HTML/CSS;JavaScript;Objective-C;PHP;Ruby;TypeScript,MongoDB;PostgreSQL;Redis;SQLite,Digital Ocean,jQuery;Node.js;Ruby on Rails,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Synk Code,"Employed, full-time"
19038,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Delphi;HTML/CSS;PHP;Python;Ruby;TypeScript,BigQuery;Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Google Cloud;Microsoft Azure;OVH,Angular;Express;NestJS;Node.js;React,Higher Education,ChatGPT,Favorable,"Employed, full-time"
19042,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;Go;Java;JavaScript;SQL,H2;IBM DB2;PostgreSQL;SQLite,Google Cloud;IBM Cloud Or Watson;OpenShift,ASP.NET CORE;Node.js;Vue.js,Oil & Gas,ChatGPT,GitHub Copilot,"Independent contractor, freelancer, or self-employed"
19043,Durban,Data Science,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;Lua,MySQL;SQLite,Firebase,Flask;Node.js,Other,Bing AI,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Student, part-time"
19043,Durban,Data Science,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;Lua,MySQL;SQLite,Firebase,Flask;Node.js,Other,Bing AI,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Not employed, and not looking for work"
19046,Nelson Mandela Bay Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Product manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Python;SQL;TypeScript,PostgreSQL,Microsoft Azure;Netlify,Flask;React,Wholesale,ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
19049,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Microsoft Azure,ASP.NET CORE;Vue.js,Wholesale,ChatGPT,Codeium;Replit Ghostwriter,"Employed, full-time"
19051,Durban,IT,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;Python;Rust;SQL,SQLite,none,none,Healthcare,none,GitHub Copilot;Mintlify,"Employed, full-time"
19058,Durban,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Senior Executive (C-Suite, VP, etc.)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Go;HTML/CSS;JavaScript;Perl;SQL,Clickhouse;PostgreSQL;Redis;SQLite,Hetzner;OVH,Node.js;Svelte,"Manufacturing, Transportation, or Supply Chain",none,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
19061,Midrand Campus,IT,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Go;PowerShell;Python;Rust;TypeScript,Cosmos DB;Couchbase;Elasticsearch;Redis;Snowflake,Microsoft Azure,Node.js;Vue.js,Healthcare,ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
19062,Durban,Computer Science,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript;Python;TypeScript,MongoDB;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);Cloudflare,Django;Express;Flask;jQuery;Node.js;Vue.js,Higher Education,ChatGPT;WolframAlpha,AWS CodeWhisperer;Tabnine,"Student, full-time"
19064,Midrand Campus,Computer Science,I am a developer by profession,Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C;C++,none,none,none,Healthcare,none,Adrenaline;GitHub Copilot;Tabnine,"Employed, full-time"
19066,Durban,IT,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,Bash/Shell (all shells);Clojure;HTML/CSS;JavaScript;Python;Ruby;TypeScript,PostgreSQL;Redis;Solr,Cloudflare;Digital Ocean;Google Cloud,Elm;Node.js;React;Ruby on Rails;Svelte,Other,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI,"Not employed, but looking for work"
